17,14,φ3,φ4,α1,0
17,15,φ4,φ4,α1,1
17,16,φ4,φ3,α1,0
17,17,φ3,φ4,α1,1
17,18,φ4,φ3,α1,0
17,19,φ3,φ3,α2,0
17,20,φ3,φ4,α1,1
17,21,φ4,φ4,α1,0
17,22,φ4,φ4,α1,0
17,23,φ4,φ4,α1,0
17,24,φ4,φ3,α1,0
17,25,φ3,φ4,α1,1
17,26,φ4,φ4,α1,0
17,27,φ4,φ5,α1,0
17,28,φ5,φ4,α3,1
17,29,φ4,φ3,α1,0
17,30,φ3,φ5,α3,1
17,31,φ5,φ5,α2,1
17,32,φ5,φ4,α2,0
17,33,φ4,φ2,α1,0
17,34,φ2,φ2,α1,0
17,35,φ2,φ4,α1,0
17,36,φ4,φ1,α1,0
17,37,φ1,φ5,α1,0
17,38,φ5,φ5,α1,0
17,39,φ5,φ4,α1,0
17,40,φ4,φ4,α1,0
17,41,φ4,φ1,α2,0
17,42,φ1,φ4,α1,0
17,43,φ4,φ5,α1,0
17,44,φ5,φ4,α3,1
17,45,φ4,φ3,α1,0
18,1,φ5,φ5,α1,1
18,2,φ5,φ5,α1,0
18,3,φ5,φ4,α2,0
18,4,φ4,φ4,α2,0
18,5,φ4,φ2,α1,0
18,6,φ2,φ1,α2,1
18,7,φ1,φ1,α2,0
18,8,φ1,φ1,α1,1
18,9,φ1,φ1,α2,0
18,10,φ1,φ2,α1,0
18,11,φ2,φ1,α1,0
18,12,φ1,φ2,α1,0
18,13,φ2,φ2,α2,1
18,14,φ2,φ3,α1,1
18,15,φ3,φ2,α1,0
18,16,φ2,φ1,α1,0
18,17,φ1,φ2,α1,0
18,18,φ2,φ3,α1,0
18,19,φ3,φ3,α2,0
18,20,φ3,φ4,α1,0
18,21,φ4,φ4,α2,1
18,22,φ4,φ4,α1,0
18,23,φ4,φ3,α1,0
18,24,φ3,φ2,α3,0
18,25,φ2,φ2,α1,0
18,26,φ2,φ5,α3,1
18,27,φ5,φ5,α1,1
18,28,φ5,φ4,α1,0
18,29,φ4,φ3,α1,0
18,30,φ3,φ4,α2,1
18,31,φ4,φ4,α1,0
18,32,φ4,φ4,α2,1
18,33,φ4,φ5,α1,1
18,34,φ5,φ5,α1,0
18,35,φ5,φ5,α1,1
18,36,φ5,φ3,α2,0
18,37,φ3,φ4,α1,0
18,38,φ4,φ3,α1,0
18,39,φ3,φ3,α1,1
